Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term,Default_Status
100780,24,82559,9677,718,36,Yes
100781,60,84892,12972,500,48,No
100782,24,90409,20329,312,24,No
100783,45,28635,42032,742,36,No
100784,23,53065,40901,585,24,Yes
100785,52,131399,49380,557,60,Yes
100786,23,140544,25493,847,12,No
100787,47,127340,23595,789,60,Yes
100788,49,53783,26923,797,60,No
100789,52,54152,14735,632,60,No
100790,39,78741,39457,331,36,Yes
100791,41,127049,47531,342,24,Yes
100792,25,71502,12727,650,36,No
100793,38,49092,12764,633,12,No
100794,48,37653,32599,569,60,No
100795,62,117999,5818,712,48,No
100796,42,119564,42289,318,12,Yes
100797,41,60469,38892,646,24,No
100798,26,143064,10660,336,12,Yes
100799,21,106483,34521,391,36,No
100800,25,141585,43409,484,48,Yes
100801,61,79754,39470,327,36,Yes
100802,32,49978,23385,847,60,No
100803,46,107592,28296,671,60,No
100804,54,114543,28616,829,12,No
100805,34,63169,31382,644,60,No
100806,46,68287,16139,718,60,No
100807,47,74745,37060,495,24,Yes
100808,29,130168,27419,377,24,Yes
100809,46,133985,32785,466,36,Yes
100810,42,140843,20702,389,36,No
100811,50,25543,34217,563,24,No
100812,63,76392,44291,771,12,Yes
100813,37,41067,17397,507,24,No
100814,46,71033,45879,570,36,No
100815,56,65256,40169,562,48,No
100816,21,110633,31940,805,60,No
100817,28,128383,47249,811,48,No
100818,55,129048,33341,823,48,No
100819,35,89345,15067,611,60,No
100820,42,42191,18824,473,24,No
100821,34,106803,18444,730,12,No
100822,46,92742,38307,762,48,No
100823,48,138843,15974,400,12,No
100824,43,106593,43383,315,36,Yes
100825,34,48992,34290,557,48,Yes
100826,44,132050,21016,543,36,Yes
100827,22,101531,37112,647,24,Yes
100828,46,68803,33513,548,48,Yes
100829,34,129975,7956,404,36,Yes
100830,27,83477,13077,586,36,No
100831,23,33210,41490,468,24,Yes
100832,43,103329,49827,719,12,Yes
100833,63,46270,42855,346,12,Yes
100834,38,82008,48106,342,48,Yes
100835,58,25197,39938,620,24,Yes
100836,55,133857,41159,520,48,Yes
100837,35,27452,44710,812,12,No
100838,45,61486,23000,740,24,Yes
100839,57,34859,18806,443,60,No
100840,48,47236,17809,327,24,No
100841,30,51899,19855,466,24,No
100842,59,52083,46876,548,60,No
100843,37,87708,34388,656,36,Yes
100844,59,131462,11458,410,36,No
100845,42,36663,40524,533,36,Yes
100846,46,113076,11853,323,12,Yes
100847,64,138665,45477,325,24,Yes
100848,45,39053,37222,680,60,Yes
100849,37,31085,23320,645,12,No
100850,33,50564,33618,677,60,No
100851,40,109745,22352,821,12,Yes
100852,45,79095,12297,316,12,Yes
100853,24,89517,32940,544,12,Yes
100854,30,41153,8203,838,60,No
100855,23,25247,44267,501,48,No
100856,61,30553,42941,547,12,Yes
100857,38,40811,22273,417,36,Yes
100858,56,115381,30368,308,24,No
100859,42,26135,16650,322,48,No
100860,54,25573,35984,539,48,Yes
100861,28,138819,46941,326,60,Yes
100862,60,144588,12382,380,48,Yes
100863,64,99267,5801,498,60,Yes
100864,39,27189,46002,391,60,Yes
100865,62,100077,24733,383,36,Yes
100866,61,63646,14969,599,12,No
100867,57,96623,40969,595,48,Yes
100868,26,131971,21733,753,12,Yes
100869,46,73687,37449,580,12,Yes
100870,54,88312,31143,358,12,Yes
100871,26,127615,30705,641,60,No
100872,57,47564,33363,764,12,No
100873,53,48835,35720,641,48,Yes
100874,42,81587,14972,361,60,No
100875,41,27697,38351,728,48,Yes
100876,26,100165,41145,555,60,Yes
100877,26,93922,27412,646,24,Yes
100878,24,37046,29078,825,24,No
100879,50,77823,27580,603,24,Yes
100880,31,93580,19855,544,24,Yes
100881,50,73370,41169,711,60,No
100882,51,29615,24569,516,12,No
100883,44,133338,30738,815,36,No
100884,29,25060,11772,773,36,No
100885,23,96436,29874,335,24,Yes
100886,51,80519,24731,477,12,No
100887,60,140562,15131,686,48,No
100888,57,91117,5788,316,12,Yes
100889,56,81158,21184,347,48,Yes
100890,44,54782,35897,361,36,Yes
100891,51,105709,7889,368,12,No
100892,26,98533,14569,665,12,Yes
100893,22,128939,26657,461,36,Yes
100894,40,78255,15141,787,12,No
100895,48,131952,24656,730,48,Yes
100896,31,92684,26618,788,12,Yes
100897,24,76918,16934,529,48,Yes
100898,35,146093,47537,669,24,Yes
100899,26,104284,28286,477,12,No
100900,50,99558,12612,709,48,No
100901,58,105549,37069,569,36,Yes
100902,22,124223,21205,505,24,No
100903,35,101422,32331,381,12,No
100904,31,140363,18934,492,48,Yes
100905,28,146352,15095,488,12,Yes
100906,46,45256,30958,575,48,No
100907,64,50005,42008,373,12,Yes
100908,25,26638,23706,309,24,Yes
100909,26,57419,48516,515,24,Yes
100910,46,53377,43066,589,12,No
100911,24,126244,36472,744,12,No
100912,39,63116,39629,492,60,No
100913,40,56634,28004,588,12,Yes
100914,53,102291,25431,443,12,Yes
100915,40,43382,45088,688,24,Yes
100916,32,135303,49135,706,12,No
100917,21,76063,43015,669,36,No
100918,46,42394,39502,740,12,No
100919,34,87789,36385,828,60,No
100920,58,123246,9663,312,48,Yes
100921,57,130634,43677,639,24,Yes
100922,31,20864,17818,611,36,No
100923,56,119572,27686,403,48,Yes
100924,33,60222,28977,638,36,Yes
100925,63,33666,45931,497,24,Yes
100926,23,143664,23454,599,60,No
100927,53,40955,18358,743,24,No
100928,26,130674,11668,658,36,No
100929,30,123533,45769,667,36,No
100930,25,101845,14921,468,24,No
100931,43,136925,39959,448,12,Yes
100932,30,89590,37328,341,24,No
100933,64,147775,13859,501,60,No
100934,22,86471,28970,543,24,No
100935,33,130476,13872,763,48,No
100936,60,108314,24230,748,12,No
100937,22,142579,31708,736,48,Yes
100938,40,63298,23847,830,24,No
100939,21,83108,32105,572,12,No
100940,57,133864,9922,729,48,No
100941,29,68924,9392,512,48,No
100942,37,36709,18541,403,12,Yes
100943,29,29726,24551,491,12,Yes
100944,31,80824,24381,679,36,No
100945,35,60542,40995,380,12,No
100946,44,40245,27948,848,24,No
100947,58,54753,31728,676,60,Yes
100948,55,99788,7024,453,36,No
100949,50,41316,21713,539,12,No
100950,51,122907,7486,673,60,No
100951,25,104698,6155,503,36,Yes
100952,64,35960,15082,649,24,No
100953,34,50791,42245,442,60,No
100954,31,127766,23569,488,12,Yes
100955,29,45216,12086,571,12,No
100956,54,52467,7317,831,24,No
100957,32,84427,41389,599,36,No
100958,55,132470,9491,725,60,No
100959,55,82047,20916,345,24,Yes
100960,21,93290,20248,394,36,No
100961,60,67014,7511,363,48,No
100962,42,24078,29226,712,48,Yes
100963,49,98389,30025,308,36,Yes
100964,28,70519,47314,758,12,No
100965,31,24042,12848,708,12,No
100966,61,69052,19274,769,48,No
100967,57,34389,35958,805,12,No
100968,34,115961,40233,372,12,No
100969,50,88111,21304,383,36,No
100970,55,125058,16294,358,36,No
100971,41,113715,31425,320,12,Yes
100972,57,70733,8175,757,36,No
100973,25,54754,45617,456,60,Yes
100974,39,38624,32775,628,48,No
100975,34,105886,14425,502,60,No
100976,46,46681,31013,405,60,No
100977,24,109524,32928,421,12,Yes
100978,45,101006,49990,617,12,No
100979,62,44704,46212,481,60,Yes
100980,45,124272,13210,615,60,No
100981,38,114913,7759,705,24,No
100982,60,114108,21091,369,24,Yes
100983,28,143731,5002,459,48,Yes
100984,59,27493,45958,539,60,Yes
100985,60,89639,35160,822,36,No
100986,34,120380,25707,437,24,Yes
100987,52,74383,20248,794,12,No
100988,58,22994,10773,546,60,Yes
100989,53,89280,17786,842,36,No
100990,43,67234,20037,823,36,No
100991,35,67291,6885,542,36,No
100992,53,148674,44828,635,12,No
100993,45,112868,21331,721,24,No
100994,37,25594,45612,493,36,No
100995,53,125835,27495,607,24,Yes
100996,22,27371,18450,805,48,No
100997,34,67315,14491,580,12,Yes
100998,60,103564,14268,738,24,No
100999,60,147251,32757,782,24,Yes
101000,59,121448,46907,522,36,No
101001,26,99526,11791,416,36,No
101002,26,132387,44939,491,12,No
101003,23,36626,33314,815,24,No
101004,27,106005,33583,829,60,Yes
101005,28,126258,26550,606,36,No
101006,62,125573,5093,831,36,No
101007,35,27130,40755,421,48,No
101008,49,26828,14967,453,12,No
101009,53,77514,21218,836,24,No
101010,50,127148,48220,751,24,No
101011,59,132524,13627,468,24,Yes
101012,47,124635,9947,358,36,Yes
101013,56,72664,44419,600,12,Yes
101014,49,131701,28178,849,24,No
101015,58,37883,33876,416,60,Yes
101016,53,63059,27908,426,48,No
101017,57,104078,40912,704,48,Yes
101018,47,62932,24971,698,24,No
101019,53,149900,37584,814,36,No
101020,24,81269,13959,797,48,No
101021,42,139850,33261,827,48,Yes
101022,22,95986,46065,697,48,No
101023,30,105959,44462,564,48,No
101024,25,22035,20835,562,24,No
101025,30,129767,24257,697,12,No
101026,53,60745,8346,826,12,No
101027,58,37241,35807,735,36,No
101028,33,72975,35418,659,60,No
101029,51,43154,16340,428,12,No
101030,56,45625,38012,540,60,Yes
101031,44,64950,40393,521,12,Yes
101032,35,118602,41617,513,12,Yes
101033,49,76396,14597,434,36,Yes
101034,28,119227,30557,685,48,No
101035,25,138920,12737,602,36,Yes
101036,49,33331,49768,586,12,Yes
101037,24,83927,46101,488,48,Yes
101038,32,106226,22276,596,48,No
101039,22,104719,12310,825,48,No
101040,47,83014,40167,688,60,No
101041,51,59346,42408,758,12,No
101042,56,90411,24344,560,24,Yes
101043,56,74478,15391,412,36,No
101044,46,32254,15892,335,60,Yes
101045,63,75734,16197,378,36,Yes
101046,47,48621,18050,574,24,Yes
101047,25,136490,41142,577,48,No
101048,40,96441,46615,611,24,No
101049,31,66121,48728,828,36,No
101050,30,147386,18535,503,24,No
101051,60,101418,46002,316,12,Yes
101052,58,80197,48271,775,24,No
101053,26,104577,10122,810,12,No
101054,28,114634,14852,509,24,No
101055,43,138034,10387,798,12,No
101056,46,62431,36759,701,12,Yes
101057,63,137637,45399,728,24,Yes
101058,32,119245,44994,377,60,Yes
101059,46,120211,42876,379,48,Yes
101060,33,24837,39878,605,48,Yes
101061,60,131984,38725,357,48,No
101062,38,110025,12146,829,12,No
101063,45,103163,5560,507,48,No
101064,53,91232,6312,810,12,No
101065,60,68994,23205,434,60,No
101066,63,99079,16595,821,24,No
101067,32,32615,27030,382,24,No
101068,64,21466,26329,343,12,Yes
101069,56,50771,43142,782,12,Yes
101070,24,138645,7651,792,60,No
101071,25,103886,15006,798,48,No
101072,57,85911,47701,317,60,Yes
101073,28,118566,40645,593,24,Yes
101074,62,40746,26966,447,24,Yes
101075,48,108422,32846,771,48,No
101076,51,129884,26774,471,24,Yes
101077,29,80739,9083,830,12,No
101078,49,128440,38513,419,24,No
101079,34,118187,13749,365,36,Yes
101080,60,93369,35783,440,48,No
101081,61,21893,22325,745,48,Yes
101082,42,50573,23680,805,48,Yes
101083,31,116907,22323,488,36,Yes
101084,43,60874,27684,457,60,No
101085,21,97362,39493,545,12,No
101086,57,119956,17213,332,48,Yes
101087,41,107460,36831,660,24,Yes
101088,46,147021,47296,629,12,Yes
101089,56,138580,32713,811,24,No
101090,43,53367,46621,370,12,No
101091,21,41199,12187,612,12,No
101092,60,136600,37800,378,24,Yes
101093,35,111404,37583,468,24,Yes
101094,41,94328,19408,479,12,Yes
101095,29,77724,27369,559,48,Yes
101096,29,106133,8414,785,24,No
101097,30,56405,24510,304,36,Yes
101098,46,118232,17120,596,36,Yes
101099,61,128659,39311,659,12,No
101100,55,35989,38039,416,60,No
101101,45,48931,10295,656,12,No
101102,46,29290,25460,738,12,No
101103,31,58367,19963,630,48,No
101104,58,141136,16580,824,48,No
101105,22,99878,27286,487,60,No
101106,27,110477,32328,580,60,Yes
101107,38,99481,24093,810,60,No
101108,47,96298,26605,765,60,No
101109,54,146299,49813,414,60,Yes
101110,47,50133,47705,535,12,Yes
101111,37,132616,11722,637,12,Yes
101112,63,125686,45969,821,36,Yes
101113,64,47052,41912,498,36,Yes
101114,44,127286,43374,349,24,Yes
101115,45,105489,11766,441,12,Yes
101116,27,60475,20928,827,60,No
101117,26,102666,26274,813,24,No
101118,44,116622,39416,329,48,Yes
101119,53,77656,25612,381,12,No
101120,49,24633,39898,330,36,Yes
101121,63,37304,34047,632,12,No
101122,42,127573,48356,476,12,Yes
101123,46,117820,42134,669,12,No
101124,48,66546,6506,846,12,No
101125,41,27008,20222,834,48,No
101126,27,68291,17363,405,36,Yes
101127,37,47405,24613,396,12,Yes
101128,40,137069,49563,529,48,Yes
101129,61,56386,35628,526,24,No
101130,40,110909,47626,670,12,Yes
101131,42,40827,9136,399,48,Yes
101132,48,53040,16161,744,60,No
101133,60,80354,40457,767,24,Yes
101134,27,98543,28574,354,36,Yes
101135,21,38157,31902,494,12,Yes
101136,52,117693,7810,819,12,No
101137,33,55315,16663,723,48,No
101138,50,55932,11152,614,36,No
101139,43,41164,5012,427,60,Yes
101140,39,34414,16162,331,24,No
101141,52,147597,27322,392,36,Yes
101142,50,34327,12999,818,12,No
101143,49,133880,12219,557,48,No
101144,49,20946,10328,519,60,Yes
101145,50,34693,8621,405,48,No
101146,36,47241,29256,847,24,Yes
101147,60,135194,49433,715,36,Yes
101148,39,115790,16314,608,48,No
101149,38,35540,5652,665,48,No
101150,21,92255,21182,820,12,No
101151,34,84757,46580,758,48,No
101152,22,61203,41558,669,60,No
101153,48,45081,20659,630,36,No
101154,50,81861,39413,310,24,Yes
101155,58,31350,15435,806,48,No
101156,24,75512,33067,718,60,No
101157,21,76809,27258,421,24,No
101158,28,121894,33287,534,60,No
101159,49,117557,8688,630,48,No
101160,59,62832,12689,842,48,No
101161,23,48369,6379,647,36,No
101162,52,51728,42011,711,12,No
101163,30,37576,48005,523,60,Yes
101164,30,49001,32624,452,12,No
101165,39,147625,30964,511,12,No
101166,54,103384,27891,391,24,No
101167,53,20390,43379,630,24,No
101168,43,107535,17516,766,60,No
101169,48,65436,18886,527,12,No
101170,52,31569,25307,493,36,No
101171,27,33029,29843,829,12,Yes
101172,49,42490,10912,542,24,Yes
101173,28,65875,26514,688,12,No
101174,21,143552,26823,575,48,No
101175,23,120864,33797,749,48,No
101176,44,25867,11449,777,36,No
101177,43,100820,6725,779,60,No
101178,28,119515,20870,587,12,No
101179,57,29121,14304,839,48,No
101180,23,21539,12522,629,60,No
101181,53,111024,18663,769,48,No
101182,48,37027,9784,833,60,No
101183,28,147402,14472,766,60,No
101184,54,94229,33952,719,48,Yes
101185,55,28921,15055,421,24,Yes
101186,52,70435,34508,607,60,Yes
101187,44,142368,17676,633,12,Yes
101188,34,30310,30192,719,48,No
101189,52,83965,29722,625,24,Yes
101190,63,142033,12446,549,48,No
101191,36,131048,9725,394,36,No
101192,24,116444,25061,595,12,Yes
101193,57,89922,27671,483,36,No
101194,41,117799,6409,559,60,No
101195,34,113948,13205,485,60,No
101196,51,102839,21365,708,36,No
101197,38,32242,5256,368,36,No
101198,27,137027,20704,307,60,Yes
101199,30,132561,34902,564,24,No
101200,27,28947,40758,783,12,Yes
101201,53,132250,6195,670,48,No
101202,43,91466,39012,382,36,Yes
101203,41,123706,16415,510,12,Yes
101204,39,140351,44534,612,48,Yes
101205,39,144749,26686,636,48,No
101206,56,81816,16662,789,36,No
101207,49,68785,33743,702,24,Yes
101208,38,139963,37161,490,24,No
101209,22,20507,48081,634,12,No
101210,21,86972,7402,821,12,No
101211,25,47151,18275,386,60,No
101212,40,31618,33182,361,24,Yes
101213,31,94286,19915,686,12,Yes
101214,62,36122,5909,445,60,No
101215,22,27354,5372,452,48,No
101216,23,129598,27620,648,12,No
101217,43,50979,39112,477,60,Yes
101218,32,106436,13515,786,24,No
101219,40,99376,7431,546,48,No
101220,25,72774,26054,553,12,No
101221,57,122703,37624,799,24,Yes
101222,58,25037,15585,840,48,No
101223,50,48633,36958,651,36,No
101224,29,44495,6695,811,24,No
101225,54,84550,39675,312,36,Yes
101226,64,101384,38787,450,12,Yes
101227,55,56483,49225,349,60,Yes
101228,42,133181,6403,514,12,No
101229,64,93373,22810,671,24,No
101230,44,54069,13855,412,36,Yes
101231,37,27370,43636,551,36,No
101232,30,139873,15839,640,48,No
101233,50,136843,5010,352,12,Yes
101234,43,91947,44098,429,12,Yes
101235,52,59133,14230,492,24,Yes
101236,37,116035,45232,356,36,Yes
101237,37,115761,40771,396,24,No
101238,34,133753,34256,497,24,Yes
101239,29,20692,30651,446,36,No
101240,60,48926,37383,594,24,Yes
101241,22,119782,44963,311,36,Yes
101242,45,124700,18662,632,24,No
101243,59,93984,18739,519,60,No
101244,29,63390,6789,697,24,No
101245,42,69593,24420,641,24,No
101246,63,95609,28761,811,60,No
101247,24,120950,45366,471,12,Yes
101248,46,25209,42606,767,36,No
101249,49,146700,43640,465,48,Yes
101250,54,26533,49135,469,60,No
101251,43,106597,42067,811,12,Yes
101252,57,27211,22357,488,24,No
101253,31,29927,44851,419,12,No
101254,26,97463,43262,404,60,Yes
101255,38,137333,16317,340,24,Yes
101256,41,44594,26534,620,12,No
101257,62,94852,30734,634,48,Yes
101258,56,97713,40897,459,36,Yes
101259,61,96382,37872,563,36,No
101260,58,27933,45201,829,60,No
101261,54,123780,12689,776,24,No
101262,37,132157,8567,651,24,No
101263,57,60696,25732,844,36,No
101264,45,85449,25774,509,12,No
101265,58,87616,28195,795,24,Yes
101266,32,26089,42412,681,48,Yes
101267,43,76548,49098,780,48,Yes
101268,62,46123,27257,304,24,Yes
101269,42,27797,9394,333,24,Yes
101270,41,70013,41302,444,36,Yes
101271,47,28346,27228,650,60,Yes
101272,51,105414,17388,764,36,Yes
101273,26,53672,16319,647,60,No
101274,47,37653,11475,424,48,Yes
101275,60,69556,36555,570,60,No
101276,54,143723,23158,656,36,Yes
101277,32,128278,19728,826,24,No
101278,27,46140,49774,797,60,No
101279,30,21184,34545,452,36,No
101280,37,143626,36100,352,48,No
101281,46,54493,21150,448,60,No
101282,41,64148,38214,802,48,Yes
101283,48,44846,37876,749,48,No
101284,22,131361,8239,518,12,No
101285,63,42195,43699,576,60,No
101286,21,25606,41821,751,36,Yes
101287,56,23956,35615,727,60,No
101288,46,36555,18746,382,60,No
101289,49,110385,25921,517,48,No
101290,41,38690,27745,826,48,No
101291,31,78502,6245,703,48,Yes
101292,60,144586,29853,589,48,Yes
101293,31,68849,32632,719,36,No
101294,56,46347,17856,638,24,Yes
101295,59,118725,10105,718,12,No
101296,60,123844,40690,506,48,Yes
101297,55,111321,7513,564,48,No
101298,54,69056,7801,335,12,No
101299,44,83851,37345,672,48,Yes
101300,42,118234,18895,787,24,No
101301,25,101502,44749,558,60,No
101302,53,116633,13221,830,12,No
101303,56,101418,11038,322,36,Yes
101304,40,90211,37031,403,12,Yes
101305,39,61850,20082,540,24,No
101306,55,98545,19648,552,36,No
101307,63,47843,5364,441,60,No
101308,37,82320,39568,750,48,No
101309,63,49793,19110,606,12,No
101310,54,59516,10958,799,36,No
101311,29,124407,14096,307,12,Yes
101312,46,149045,12436,368,60,No
101313,22,37857,26177,367,12,Yes
101314,29,39627,31754,707,36,Yes
101315,29,81822,29544,817,24,No
101316,60,104101,17638,418,36,Yes
101317,37,111561,5179,330,12,No
101318,21,72248,8873,817,60,No
101319,45,75798,22570,782,48,No
101320,63,113368,22157,506,48,Yes
101321,60,64116,9460,686,60,Yes
101322,62,95318,5352,711,12,No
101323,45,124186,26586,669,60,Yes
101324,59,147119,10344,652,12,Yes
101325,55,107902,9507,635,36,No
101326,23,48557,42598,588,24,Yes
101327,57,91334,48988,439,12,Yes
101328,64,95163,37885,599,48,No
101329,64,126719,21865,312,48,No
101330,50,143099,42055,727,24,No
101331,58,98002,32213,699,12,Yes
101332,54,62614,9477,408,24,No
101333,32,32720,11533,784,36,No
101334,39,77608,28396,655,24,Yes
101335,57,127449,17755,448,36,No
101336,64,122828,5865,606,48,No
101337,37,146613,16173,832,36,No
101338,30,92095,43097,359,12,No
101339,32,125924,38371,734,12,No
101340,36,104694,43524,320,12,Yes
101341,44,116452,16254,681,12,No
101342,39,107593,9018,544,60,No
101343,28,55892,10192,372,36,No
101344,51,126975,7015,748,12,No
101345,41,97242,47618,375,24,Yes
101346,37,136041,8380,689,24,No
101347,43,146202,33343,641,60,Yes
101348,57,97606,8770,589,36,No
101349,36,143769,10829,630,36,No
101350,26,138542,39381,558,36,Yes
101351,28,126438,20545,725,60,No
101352,45,20924,23263,305,36,Yes
101353,38,71322,43140,305,36,Yes
101354,45,46478,48306,490,12,No
101355,32,91042,30675,447,36,Yes
101356,35,66418,30362,704,12,No
101357,46,82217,5148,557,12,No
101358,61,120699,6754,778,36,No
101359,46,110140,31745,389,24,Yes
101360,52,100846,12378,309,48,Yes
101361,30,93762,25140,386,24,No
101362,36,31781,14371,450,36,No
101363,27,25515,31999,329,36,No
101364,37,137358,17779,427,24,Yes
101365,43,56133,36075,377,36,Yes
101366,46,102508,35697,720,12,Yes
101367,41,117628,14795,354,60,Yes
101368,42,96946,43460,779,36,No
101369,27,105058,9218,604,36,No
101370,34,29095,42571,845,24,No
101371,35,108583,16672,404,12,No
101372,27,40470,36042,471,24,Yes
101373,29,63129,40950,798,24,No
101374,28,28531,16009,321,36,Yes
101375,43,57038,24544,586,12,No
101376,49,107939,34381,690,36,No
101377,38,62674,30287,448,36,No
101378,51,147572,7586,571,36,No
101379,50,114658,7648,598,36,No
101380,59,102476,45081,471,60,Yes
101381,55,49831,23101,346,48,Yes
101382,38,77174,26692,506,12,No
101383,62,31279,12407,752,60,No
101384,59,58220,22254,694,48,Yes
101385,37,80610,20234,600,48,Yes
101386,34,72719,27211,475,48,No
101387,51,144936,34480,409,60,Yes
101388,44,73051,29846,501,12,No
101389,55,92013,47503,467,24,Yes
101390,64,76652,20321,385,48,Yes
101391,54,85524,17646,350,24,No
101392,23,102936,27117,411,24,Yes
101393,57,26470,9893,762,36,No
101394,63,87598,14476,741,24,No
101395,60,61798,22270,570,36,No
101396,46,144517,26702,643,12,Yes
101397,43,73473,9382,482,12,Yes
101398,64,39880,6785,802,36,No
101399,59,120117,16735,309,12,Yes
101400,35,64439,35177,793,48,No
101401,24,140944,35712,533,12,Yes
101402,49,34308,21679,597,36,No
101403,42,111563,48013,543,48,Yes
101404,45,116256,40365,808,24,Yes
101405,33,55081,22064,650,24,No
101406,38,95242,35563,566,24,Yes
101407,53,70383,38092,500,36,No
101408,36,29837,31867,538,24,Yes
101409,62,124135,38754,633,12,No
101410,64,72151,24502,714,24,No
101411,22,138128,5760,783,60,No
101412,55,56824,29142,736,60,Yes
101413,62,53073,49653,545,24,Yes
101414,54,132651,46996,307,24,No
101415,50,117624,22290,451,60,No
101416,33,113648,10499,691,24,Yes
101417,33,46299,5364,510,48,No
101418,38,119993,24797,666,60,No
101419,52,78861,45795,385,36,Yes
101420,52,50063,37535,354,60,No
101421,55,89453,21105,745,12,Yes
101422,59,141768,12939,603,48,No
101423,49,143299,18936,431,36,No
101424,49,88472,47029,720,24,Yes
101425,64,122166,20863,684,12,No
101426,36,34506,17561,497,12,No
101427,64,114341,15447,346,48,Yes
101428,30,99854,35624,502,36,No
101429,50,133604,49646,560,12,Yes
101430,45,46026,17411,323,36,Yes
101431,59,47672,24465,639,36,Yes
101432,40,58417,43216,711,12,Yes
101433,25,72413,24642,560,36,Yes
101434,21,144044,36262,585,48,Yes
101435,50,85066,35363,812,12,No
101436,23,79213,7107,385,48,No
101437,34,70971,12928,729,48,No
101438,50,47281,24317,330,36,Yes
101439,24,133978,30017,739,36,Yes
101440,38,48091,18528,648,12,No
101441,57,70494,18313,711,24,No
101442,45,123864,6559,827,12,No
101443,21,133755,20167,609,48,No
101444,35,38610,20343,695,36,No
101445,29,21079,43598,637,48,Yes
101446,35,115386,12523,736,60,No
101447,44,66751,33439,664,60,Yes
101448,24,106126,20524,412,48,Yes
101449,32,75432,18285,475,24,Yes
101450,57,50951,15973,448,24,No
101451,57,100863,27694,477,12,Yes
101452,63,98291,40774,681,12,No
101453,26,145659,9302,522,12,No
101454,59,79872,27391,558,36,Yes
101455,44,27235,9611,488,24,No
101456,31,102733,14372,605,48,No
101457,33,82712,29312,677,60,Yes
101458,54,41473,19080,642,24,No
101459,45,87567,20082,455,24,Yes
101460,27,126818,47861,354,24,Yes
101461,24,145849,35677,741,12,No
101462,28,127399,25874,499,36,No
101463,40,144421,13378,702,48,No
101464,49,99823,6597,476,12,Yes
101465,30,124215,16600,748,36,No
101466,63,129999,8747,840,24,No
101467,54,52230,18879,600,36,Yes
101468,46,104573,18017,606,12,No
101469,61,112588,29815,566,24,No
101470,23,88876,23964,513,12,Yes
101471,26,60644,33812,782,48,No
101472,25,68664,45200,561,24,Yes
101473,25,65203,29714,366,36,Yes
101474,43,86677,23890,432,12,No
101475,29,45425,9725,839,60,No
101476,55,143246,48205,811,36,Yes
101477,40,104817,25684,510,36,Yes
101478,62,127585,31325,552,24,No
101479,55,105961,37542,337,36,Yes
101480,38,120342,18092,342,12,Yes
101481,37,145740,35382,704,60,No
101482,44,117649,44770,345,48,Yes
101483,23,89806,30457,753,60,No
101484,52,62814,11131,604,12,No
101485,55,90219,30215,532,24,Yes
101486,58,69646,17612,544,12,Yes
101487,33,59884,42305,594,36,No
101488,45,115345,18091,682,24,No
101489,29,146062,40103,457,48,Yes
101490,24,120088,42089,704,48,Yes
101491,34,138198,34759,300,12,Yes
101492,57,89322,5559,516,36,No
101493,54,41650,5713,806,48,No
101494,31,114242,42361,329,60,No
101495,61,29190,20184,819,24,No
101496,23,58196,20261,574,60,Yes
101497,48,59449,25372,791,48,No
101498,49,59661,37140,335,48,No
101499,29,49709,38024,610,12,Yes
101500,23,130965,37544,343,12,Yes
101501,45,100428,5037,454,24,No
101502,54,95179,48032,376,12,Yes
101503,32,29943,17697,737,36,No
101504,62,63240,46420,731,24,Yes
101505,29,65760,36707,841,36,No
101506,35,41042,31016,338,12,Yes
101507,60,141770,39600,538,24,Yes
101508,45,63894,28984,312,48,Yes
101509,25,26869,10167,421,60,No
101510,31,81078,5432,443,48,No
101511,54,76759,9151,754,36,No
101512,44,125973,11411,667,48,No
101513,35,64306,35788,546,48,Yes
101514,58,128369,31623,344,60,Yes
101515,28,75371,27104,674,60,No
101516,25,40918,5256,590,48,No
101517,46,48379,38439,506,60,No
101518,38,140667,38257,818,48,No
101519,26,128475,44657,541,24,Yes
101520,57,110810,49674,413,48,No
101521,33,103232,23066,601,12,Yes
101522,48,22962,37746,575,60,Yes
101523,25,33851,7460,395,60,Yes
101524,33,137626,42297,593,36,No
101525,37,65747,39743,659,36,Yes
101526,60,145180,8216,587,12,No
101527,52,72349,19267,453,60,No
101528,49,90832,14581,722,60,No
101529,23,76356,9515,349,36,No
101530,60,34745,27076,506,36,No
101531,54,25730,49816,512,48,No
101532,60,33921,14776,365,60,No
101533,47,118430,26947,531,60,No
101534,33,91138,7963,619,48,No
101535,53,103111,11786,436,60,No
101536,26,39023,18866,364,12,Yes
101537,44,65349,43968,813,36,No
101538,39,146796,37305,431,36,Yes
101539,36,101533,22360,633,36,No
101540,60,103286,45113,331,24,Yes
101541,48,61979,37813,797,12,No
101542,53,42837,6193,542,12,No
101543,61,34997,9512,491,48,No
101544,33,124975,27666,441,24,No
101545,63,108603,21630,490,60,Yes
101546,45,65039,13983,448,12,No
101547,62,147394,5636,715,24,Yes
101548,56,40923,8775,819,24,No
101549,47,28876,7421,315,12,No
101550,58,80973,18025,405,48,Yes
101551,27,22887,14280,582,24,Yes
101552,25,83723,41951,403,36,No
101553,63,62422,16351,660,24,No
101554,51,122390,43091,334,60,Yes
101555,43,71413,35171,412,12,Yes
101556,62,122484,8644,607,60,No
101557,30,22841,21142,352,48,Yes
101558,52,144647,12773,380,36,No
101559,63,48756,33466,668,12,Yes
101560,50,91576,15778,541,24,No
101561,59,138248,17501,330,36,Yes
